DOI,Title,Solvent_Name,Solvent_Type,Battery_Chemistry_Std,SMILES,Concentration_M,Temperature_C,Time_hrs,SLR_gL,Has_Reductant,Reductant_Std,Target_Metal,Efficiency_pct,Source,Augmentation_Method,RDKIT_MW,RDKIT_LogP,RDKIT_TPSA,RDKIT_HBD,RDKIT_HBA,RDKIT_RotBonds,RDKIT_RingCount,RDKIT_AromaticRings,RDKIT_HeavyAtoms,RDKIT_Has_Carboxyl,RDKIT_Has_Hydroxyl,RDKIT_Has_Halogen,RDKIT_Has_Phosphorus,RDKIT_Is_Ionic,RDKIT_Morgan_FP_Density,EHS_Environment,EHS_Health,EHS_Safety,EHS_Total,GreenScore
,,Lemon Juice,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.2805,29.7908,1.9441,21.3987,0,None,Co,78.2498,Augmented,Physics-Gaussian-LHS,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,1.0,2.25,2.5,1.8,91.1
,,Lactic Acid,Organic Acid,LFP,C[C@@H](O)C(=O)O,0.4756,27.4936,1.1963,22.0591,0,None,Li,80.7789,Augmented,Physics-Gaussian-LHS,90.078,-0.5482,57.53,2,2,1,0,0,6,1,1,0,0,0,0.021484,1.27,2.87,4.1,2.75,89.0
,,Citric Acid,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4714,35.2886,0.9888,20.0894,0,None,Li,95.9068,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Oxalic Acid,Organic Acid,Other,C(=O)(C(=O)O)O,0.221,38.8893,1.9042,40.2015,0,None,Co,94.1694,Augmented,Physics-Gaussian-LHS,90.03,-0.844,74.6,2,2,0,0,0,6,1,1,0,0,0,0.0059,2.5,5.0,4.0,3.8,68.9
,,PC-88A,Organic Acid,Unknown,CCCCC(CC)COP(=O)(OCC(CC)CCCC)O,0.3805,37.446,0.1459,35.1498,0,None,Ni,88.7312,Augmented,Physics-Gaussian-LHS,322.43,5.553,55.76,1,3,14,0,0,21,0,1,0,1,0,0.0254,6.0,6.25,3.5,5.6,48.9
,,DL-Tartaric Acid,Organic Acid,Other,OC(C(O)C(=O)O)C(=O)O,0.3222,26.5802,0.4327,38.2174,0,None,Li,81.0122,Augmented,Physics-Gaussian-LHS,150.086,-2.1226,115.06,4,4,3,0,0,10,1,1,0,0,0,0.019531,1.45,3.25,3.5,2.73,89.1
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4107,28.816,0.6955,37.6534,0,None,Ni,83.6019,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.1408,27.6416,1.5658,34.4558,0,None,Co,78.8791,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,"Acetic Acid, Ascorbic Acid",Organic Acid,LCO,CC(=O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.3185,37.2048,0.7485,29.7259,0,None,Co,91.9299,Augmented,Physics-Gaussian-LHS,236.18,-1.316,144.52,5,7,2,1,0,16,1,1,0,0,0,0.0293,1.25,3.0,3.0,2.3,85.6
,,Oxalic Acid,Organic Acid,Unknown,OC(=O)C(=O)O,0.3215,33.6885,0.2478,29.065,0,None,Co,76.9266,Augmented,Physics-Gaussian-LHS,90.034,-0.8444,74.6,2,2,0,0,0,6,1,1,0,0,0,0.011719,1.27,2.92,4.1,2.76,89.0
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.1163,33.4478,1.6478,31.5635,0,None,Co,76.7459,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,"Citric Acid, Salicylic Acid",Organic Acid,LFP,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,0.1851,37.3487,1.0185,37.5801,0,None,Ni,93.3128,Augmented,Physics-Gaussian-LHS,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,1.5,3.0,2.75,2.35,85.0
,,Maleic Acid,Organic Acid,Unknown,OC(=O)/C=C\C(=O)O,0.4035,33.0421,0.7399,32.7213,0,None,Li,76.6365,Augmented,Physics-Gaussian-LHS,116.07,-0.288,74.6,2,2,2,0,0,8,1,1,0,0,0,0.0088,2.75,5.0,4.0,3.9,67.8
,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.3125,31.7882,0.6175,41.1406,0,None,Ni,81.4014,Augmented,Physics-Gaussian-LHS,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,1.0,2.25,2.5,1.8,91.1
,,Citric Acid,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4625,39.1161,1.6207,34.321,0,None,Ni,96.3541,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4743,33.5081,1.0423,32.1052,0,None,Co,80.2603,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,DL-malic acid,Organic Acid,Other,C(C(C(=O)O)O)C(=O)O,0.1317,27.3316,0.5426,33.1906,0,None,Cu,74.6747,Augmented,Physics-Gaussian-LHS,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,2.0,4.25,3.75,3.25,75.0
,,Gluconic Acid,Bio-solvent,Unknown,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.1047,32.8,1.1207,37.7324,0,None,Mn,72.8173,Augmented,Physics-Gaussian-LHS,196.16,-3.493,138.45,6,6,5,0,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.25,2.65,81.7
,,Succinic Acid,Organic Acid,LCO,OC(=O)CCC(=O)O,0.1327,37.6162,0.0536,34.9141,0,None,Co,79.7133,Augmented,Physics-Gaussian-LHS,118.088,-0.0642,74.6,2,2,3,0,0,8,1,1,0,0,0,0.017578,1.35,2.92,3.82,2.7,89.2
,,Methyltrioctylammonium chloride (MTOAC),Organic Solvent,NMC,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.4932,30.9184,0.6516,29.2658,0,None,Li,84.6277,Augmented,Physics-Gaussian-LHS,404.17,5.519,0.0,0,0,21,0,0,27,0,0,1,0,1,0.0156,7.25,7.75,2.25,6.45,39.4
,,p-toluene sulfonic acid,Organic Acid,NMC,Cc1ccc(cc1)S(=O)(=O)O,0.1638,32.1911,0.3229,21.248,0,None,Li,76.3639,Augmented,Physics-Gaussian-LHS,172.2,1.242,54.37,1,2,1,1,1,11,0,1,0,0,0,0.0176,3.5,5.5,3.5,4.3,63.3
,,DL-Tartaric Acid,Organic Acid,NMC,OC(C(O)C(=O)O)C(=O)O,0.1449,35.2476,1.4478,35.1059,0,None,Li,89.6469,Augmented,Physics-Gaussian-LHS,150.086,-2.1226,115.06,4,4,3,0,0,10,1,1,0,0,0,0.019531,1.45,3.25,3.5,2.73,89.1
,,DL-malic acid,Organic Acid,Unknown,C(C(C(=O)O)O)C(=O)O,0.3808,35.132,1.0495,29.4283,0,None,Li,97.7798,Augmented,Physics-Gaussian-LHS,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,2.0,4.25,3.75,3.25,75.0
,,"Citric Acid, Salicylic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,0.1342,31.911,1.0329,21.7156,0,None,Li,75.9714,Augmented,Physics-Gaussian-LHS,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,1.5,3.0,2.75,2.35,85.0
,,Gluconic Acid,Organic Acid,NMC,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O,0.4419,36.1672,1.5093,30.9247,0,None,Li,83.3038,Augmented,Physics-Gaussian-LHS,196.155,-3.4931,138.45,6,6,5,0,0,13,1,1,0,0,0,0.037109,1.59,3.52,3.04,2.71,89.2
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4879,38.448,1.4289,23.8907,0,None,Li,98.5377,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,CNSL-based oxime,Organic Solvent,LCO,OC(=NOc1ccc(CCCCCCCCCCCCCC)cc1)c1ccccc1,0.4254,38.4271,0.2764,41.1947,0,None,Li,92.3147,Augmented,Physics-Gaussian-LHS,409.61,8.229,41.82,1,2,16,2,2,30,0,1,0,0,0,0.0332,5.0,6.0,2.75,4.95,56.1
,,Maleic Acid,Organic Acid,Unknown,OC(=O)/C=C\C(=O)O,0.3154,30.3266,0.0921,29.7982,0,None,Ni,64.3718,Augmented,Physics-Gaussian-LHS,116.07,-0.288,74.6,2,2,2,0,0,8,1,1,0,0,0,0.0088,2.75,5.0,4.0,3.9,67.8
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.3301,31.3085,0.8566,34.3289,0,None,Co,80.3009,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Gluconic Acid,Bio-solvent,Other,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.213,39.0201,1.4434,27.9888,0,None,Co,84.3927,Augmented,Physics-Gaussian-LHS,196.16,-3.493,138.45,6,6,5,0,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.25,2.65,81.7
,,Citric Acid,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.398,30.6737,0.4493,21.5307,0,None,Li,80.2979,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.1468,35.9889,0.1748,39.7578,0,None,Li,89.0337,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Ascorbic Acid,Organic Acid,Unknown,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.4619,38.5004,0.1965,30.3128,0,None,Li,86.7004,Augmented,Physics-Gaussian-LHS,176.12,-1.407,107.22,4,6,2,1,0,12,0,1,0,0,0,0.0244,2.0,4.0,4.25,3.25,75.0
,,Citric Acid,Organic Acid,NMC,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4761,30.0514,1.1344,20.9981,0,None,Li,76.6702,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Alginic Acid,Organic Acid,NMC,OC1OC(C(=O)O)C(O)C(O)C1O,0.1997,29.734,0.5024,34.7287,0,None,Co,72.3279,Augmented,Physics-Gaussian-LHS,194.14,-3.129,127.45,5,6,1,1,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.5,2.7,81.1
,,Gluconic Acid,Organic Acid,LCO,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O,0.3679,31.6978,0.0805,33.9819,0,None,Li,60.3379,Augmented,Physics-Gaussian-LHS,196.155,-3.4931,138.45,6,6,5,0,0,13,1,1,0,0,0,0.037109,1.59,3.52,3.04,2.71,89.2
,,Oxalic Acid,Organic Acid,LCO,OC(=O)C(=O)O,0.1835,28.198,0.3263,31.4081,0,None,Li,75.5668,Augmented,Physics-Gaussian-LHS,90.034,-0.8444,74.6,2,2,0,0,0,6,1,1,0,0,0,0.011719,1.27,2.92,4.1,2.76,89.0
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.1091,37.8611,0.8804,22.3915,0,None,Li,94.3387,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.2476,32.7906,1.2041,29.2975,0,None,Li,80.2244,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4347,38.6585,0.0487,37.3674,0,None,Li,82.2126,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.427,35.0921,0.7989,34.7204,0,None,Li,94.1555,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Itaconic Acid,Organic Acid,LCO,OC(=O)CC(=C)C(=O)O,0.2273,32.8312,1.7765,37.751,0,None,Mn,84.3689,Augmented,Physics-Gaussian-LHS,130.099,0.1019,74.6,2,2,3,0,0,9,1,1,0,0,0,0.029297,1.41,2.92,3.7,2.68,89.3
,,"Citric Acid, Salicylic Acid",Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,0.2543,34.4703,1.9108,33.2722,0,None,Li,78.3259,Augmented,Physics-Gaussian-LHS,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,1.5,3.0,2.75,2.35,85.0
,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.3373,33.2558,0.813,24.7681,0,None,Cu,78.2457,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Lactic Acid,Organic Acid,Unknown,C[C@@H](O)C(=O)O,0.2782,29.2068,1.7192,25.5577,0,None,Al,76.4966,Augmented,Physics-Gaussian-LHS,90.078,-0.5482,57.53,2,2,1,0,0,6,1,1,0,0,0,0.021484,1.27,2.87,4.1,2.75,89.0
,,"Citric Acid, Salicylic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,0.274,33.8835,1.7961,31.7002,0,None,Co,78.2015,Augmented,Physics-Gaussian-LHS,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,1.5,3.0,2.75,2.35,85.0
,,Citric Acid,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.2877,26.8451,1.6687,38.3789,0,None,Overall,80.2874,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,NMC,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4351,37.9312,0.2839,39.6737,0,None,Li,90.9301,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Methyltrioctylammonium chloride (MTOAC),Organic Solvent,Unknown,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.4161,39.1373,0.7451,26.2125,0,None,Al,98.0147,Augmented,Physics-Gaussian-LHS,404.17,5.519,0.0,0,0,21,0,0,27,0,0,1,0,1,0.0156,7.25,7.75,2.25,6.45,39.4
,,Alginic Acid,Organic Acid,Other,OC1OC(C(=O)O)C(O)C(O)C1O,0.2073,27.5103,0.5496,39.0053,0,None,Cu,77.0397,Augmented,Physics-Gaussian-LHS,194.14,-3.129,127.45,5,6,1,1,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.3108,25.7512,0.6977,36.9053,0,None,Li,83.0559,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Gluconic Acid,Organic Acid,LCO,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O,0.2443,33.2292,0.7461,34.1263,0,None,Co,67.4833,Augmented,Physics-Gaussian-LHS,196.155,-3.4931,138.45,6,6,5,0,0,13,1,1,0,0,0,0.037109,1.59,3.52,3.04,2.71,89.2
,,Lactic Acid,Organic Acid,LCO,C[C@@H](O)C(=O)O,0.3521,32.1807,1.337,39.7272,0,None,Ni,84.9953,Augmented,Physics-Gaussian-LHS,90.078,-0.5482,57.53,2,2,1,0,0,6,1,1,0,0,0,0.021484,1.27,2.87,4.1,2.75,89.0
,,Lactic Acid,Organic Acid,LCO,C[C@@H](O)C(=O)O,0.3277,39.9112,0.6629,34.8969,0,None,Li,91.9524,Augmented,Physics-Gaussian-LHS,90.078,-0.5482,57.53,2,2,1,0,0,6,1,1,0,0,0,0.021484,1.27,2.87,4.1,2.75,89.0
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.21,37.0706,0.3898,38.7802,0,None,Ni,93.3781,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.1619,25.1176,0.8467,26.2448,0,None,Li,77.1825,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Succinic Acid,Organic Acid,LCO,OC(=O)CCC(=O)O,0.4823,31.7436,0.9216,31.5102,0,None,Li,76.3473,Augmented,Physics-Gaussian-LHS,118.088,-0.0642,74.6,2,2,3,0,0,8,1,1,0,0,0,0.017578,1.35,2.92,3.82,2.7,89.2
,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.2053,28.6271,0.0509,37.3999,0,None,Li,69.2816,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Aliquat 336,Organic Solvent,LCO,CCCCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.452,31.9408,1.1729,33.282,0,None,Mn,84.7917,Augmented,Physics-Gaussian-LHS,432.22,6.299,0.0,0,0,23,0,0,29,0,0,1,0,1,0.0156,7.25,7.75,2.0,6.4,40.0
,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.2182,25.1791,0.8526,21.4885,0,None,Li,73.9508,Augmented,Physics-Gaussian-LHS,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,3.0,5.25,3.75,4.05,66.1
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4368,25.1345,0.1263,40.5054,0,None,Ni,78.8094,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Alginic Acid,Organic Acid,LCO,OC1OC(C(=O)O)C(O)C(O)C1O,0.3031,37.2849,1.119,21.7642,0,None,Mn,88.2968,Augmented,Physics-Gaussian-LHS,194.14,-3.129,127.45,5,6,1,1,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.5,2.7,81.1
,,Itaconic Acid,Organic Acid,Unknown,OC(=O)CC(=C)C(=O)O,0.1424,37.7091,0.9127,23.2731,0,None,Mn,93.0708,Augmented,Physics-Gaussian-LHS,130.099,0.1019,74.6,2,2,3,0,0,9,1,1,0,0,0,0.029297,1.41,2.92,3.7,2.68,89.3
,,CNSL-based oxime,Organic Solvent,Unknown,OC(=NOc1ccc(CCCCCCCCCCCCCC)cc1)c1ccccc1,0.1198,25.5383,1.0969,23.7595,0,None,Li,72.533,Augmented,Physics-Gaussian-LHS,409.61,8.229,41.82,1,2,16,2,2,30,0,1,0,0,0,0.0332,5.0,6.0,2.75,4.95,56.1
,,Succinic Acid,Organic Acid,Unknown,C(CC(=O)O)C(=O)O,0.444,33.9105,1.262,22.3117,0,None,Co,81.8399,Augmented,Physics-Gaussian-LHS,118.09,-0.064,74.6,2,2,3,0,0,8,1,1,0,0,0,0.0088,2.75,5.0,4.0,3.9,67.8
,,Glycolic Acid,Organic Acid,NMC,OCC(=O)O,0.1083,28.0777,0.4615,20.3315,0,None,Li,72.496,Augmented,Physics-Gaussian-LHS,76.051,-0.9367,57.53,2,2,1,0,0,5,1,1,0,0,0,0.017578,1.23,2.87,4.24,2.78,88.9
,,Organic Aqua Regia (OAR),Organic Acid,LCO,CC(=O)O.OO,0.1668,34.5629,1.3153,26.0353,0,None,Li,71.4555,Augmented,Physics-Gaussian-LHS,94.07,0.108,77.76,3,3,0,0,0,6,1,1,0,0,0,0.0068,2.75,5.25,4.0,4.0,66.7
,,Maleic Acid,Organic Acid,Unknown,OC(=O)/C=C\C(=O)O,0.4335,32.3298,0.7757,20.2801,0,None,Co,79.7533,Augmented,Physics-Gaussian-LHS,116.07,-0.288,74.6,2,2,2,0,0,8,1,1,0,0,0,0.0088,2.75,5.0,4.0,3.9,67.8
,,Tartaric Acid,Organic Acid,LCO,OC([C@@H](O)C(=O)O)C(=O)O,0.1746,26.9902,1.4132,38.4015,0,None,Mn,80.9522,Augmented,Physics-Gaussian-LHS,150.086,-2.1226,115.06,4,4,3,0,0,10,1,1,0,0,0,0.019531,1.45,3.25,3.5,2.73,89.1
,,Maleic Acid,Organic Acid,LCO,OC(=O)/C=C\C(=O)O,0.1432,36.6275,1.8902,35.3386,0,None,Co,93.2793,Augmented,Physics-Gaussian-LHS,116.07,-0.288,74.6,2,2,2,0,0,8,1,1,0,0,0,0.0088,2.75,5.0,4.0,3.9,67.8
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.2217,31.0679,0.6527,21.4228,0,None,Co,76.3135,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.3158,25.4614,1.3358,21.7106,0,None,Li,82.0381,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.4999,32.2223,0.6505,27.8693,0,None,Ni,75.9287,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,"Acetic Acid, Ascorbic Acid",Organic Acid,LCO,CC(=O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.4557,34.8462,1.8336,26.614,0,None,Li,76.3511,Augmented,Physics-Gaussian-LHS,236.18,-1.316,144.52,5,7,2,1,0,16,1,1,0,0,0,0.0293,1.25,3.0,3.0,2.3,85.6
,,"Acetic Acid, Ascorbic Acid",Organic Acid,LCO,CC(=O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.2126,34.7341,1.3184,36.0606,0,None,Ni,82.5576,Augmented,Physics-Gaussian-LHS,236.18,-1.316,144.52,5,7,2,1,0,16,1,1,0,0,0,0.0293,1.25,3.0,3.0,2.3,85.6
,,Cyanex 272,Organic Acid,NMC,CCCCC(CC)CP(=O)(O)CC(CC)CCCC,0.3315,38.2825,1.694,30.7115,0,None,Cu,96.3606,Augmented,Physics-Gaussian-LHS,290.43,5.69,37.3,1,1,12,0,0,19,0,1,0,1,0,0.0225,6.25,6.5,3.5,5.8,46.7
,,"Citric Acid, Salicylic Acid",Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,0.3586,36.8206,0.4512,34.136,0,None,Co,97.9569,Augmented,Physics-Gaussian-LHS,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,1.5,3.0,2.75,2.35,85.0
,,Alginic Acid,Organic Acid,Unknown,OC1OC(C(=O)O)C(O)C(O)C1O,0.2029,34.9595,0.2682,22.2011,0,None,Cu,69.6272,Augmented,Physics-Gaussian-LHS,194.14,-3.129,127.45,5,6,1,1,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.5,2.7,81.1
,,Gluconic Acid,Organic Acid,LCO,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O,0.4517,36.1751,1.0996,21.6382,0,None,Li,80.2379,Augmented,Physics-Gaussian-LHS,196.155,-3.4931,138.45,6,6,5,0,0,13,1,1,0,0,0,0.037109,1.59,3.52,3.04,2.71,89.2
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.3581,27.68,0.6542,34.183,0,None,Li,77.7795,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
,,CNSL-based oxime,Organic Solvent,Other,OC(=NOc1ccc(CCCCCCCCCCCCCC)cc1)c1ccccc1,0.1759,39.9427,1.4191,25.6497,0,None,Mn,96.0043,Augmented,Physics-Gaussian-LHS,409.61,8.229,41.82,1,2,16,2,2,30,0,1,0,0,0,0.0332,5.0,6.0,2.75,4.95,56.1
,,Methanesulfonic Acid,Organic Acid,LCO,CS(=O)(=O)O,0.4958,31.1021,1.6878,31.0756,0,None,Mn,82.0041,Augmented,Physics-Gaussian-LHS,96.11,-0.496,54.37,1,2,0,0,0,5,0,1,0,0,0,0.0078,2.75,5.25,4.0,4.0,66.7
,,Organic Aqua Regia (OAR),Organic Acid,Unknown,CC(=O)O.OO,0.3949,26.0374,0.3526,40.8236,0,None,Ni,84.5841,Augmented,Physics-Gaussian-LHS,94.07,0.108,77.76,3,3,0,0,0,6,1,1,0,0,0,0.0068,2.75,5.25,4.0,4.0,66.7
,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.1308,32.9129,0.1361,21.9703,0,None,Li,74.0007,Augmented,Physics-Gaussian-LHS,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1
