DOI,Title,Solvent_Name,Solvent_Type,Battery_Chemistry_Std,SMILES,Concentration_M,Temperature_C,Time_hrs,SLR_gL,Has_Reductant,Reductant_Std,Target_Metal,RDKIT_MW,RDKIT_LogP,RDKIT_TPSA,RDKIT_HBD,RDKIT_HBA,RDKIT_RotBonds,RDKIT_RingCount,RDKIT_AromaticRings,RDKIT_HeavyAtoms,RDKIT_Has_Carboxyl,RDKIT_Has_Hydroxyl,RDKIT_Has_Halogen,RDKIT_Has_Phosphorus,RDKIT_Is_Ionic,RDKIT_Morgan_FP_Density,Efficiency_pct
10.1021/acs.iecr.2c03293,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.592271472,74.34983656,3.498960892,30.14616546,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,89.41083182
10.1021/acs.iecr.2c03293,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.815114595,67.72327907,2.7523338,30.20568581,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,85.13051344
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.45345484,80.98495797,1.607516725,17.03152965,1,H2O2,Li,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,100
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.392345249,84.75729591,1.236781067,18.26313663,1,H2O2,Li,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,99.38401151
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.320321676,86.39789877,0.876402353,18.99415375,1,H2O2,Li,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,98.49013093
http://dx.doi.org/10.1016/j.jpowsour.2015.02.073,,Succinic Acid,Organic Acid,LCO,C(CC(=O)O)C(=O)O,1.646615055,67.39933466,0.983512714,19.41451219,1,H2O2,Co,118.09,-0.064,74.6,2,2,3,0,0,8,1,1,0,0,0,0.0088,97.32320363
http://dx.doi.org/10.1016/j.jpowsour.2015.02.073,,Succinic Acid,Organic Acid,LCO,C(CC(=O)O)C(=O)O,1.766953039,64.02223966,1.338273583,22.32122719,1,H2O2,Co,118.09,-0.064,74.6,2,2,3,0,0,8,1,1,0,0,0,0.0088,93.29027044
http://dx.doi.org/10.1016/j.jpowsour.2015.02.073,,Succinic Acid,Organic Acid,LCO,C(CC(=O)O)C(=O)O,1.869697313,62.46870915,1.663850077,26.31381725,1,H2O2,Co,118.09,-0.064,74.6,2,2,3,0,0,8,1,1,0,0,0,0.0088,93.7466624
10.1039/d1ra04979h,,"Citric Acid, Salicylic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,1.506040705,88.21926997,1.600611967,15.27548864,1,H2O2,Co,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,100
10.1039/d1ra04979h,,"Citric Acid, Salicylic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,1.524725528,84.81202789,1.723647933,15.64218905,1,H2O2,Co,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,99.16155939
10.1039/d1ra04979h,,"Citric Acid, Salicylic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,1.520015239,81.08835909,1.855767686,15.64513777,1,H2O2,Co,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,100
10.1039/d1gc03776e,,Di-(2-ethylhexyl)phosphoric acid (D2EHPA),Organic Acid,LCO,CCCCC(CC)COP(=O)(OCC(CC)CCCC)O,1.323161419,77.19591802,1.932046445,28.35705025,1,Copper,Co,322.43,5.553,55.76,1,3,14,0,0,21,0,1,0,1,0,0.0254,97.92490979
10.1039/d1gc03776e,,Di-(2-ethylhexyl)phosphoric acid (D2EHPA),Organic Acid,LCO,CCCCC(CC)COP(=O)(OCC(CC)CCCC)O,1.303265064,73.56990236,1.443820997,27.62777394,1,Copper,Co,322.43,5.553,55.76,1,3,14,0,0,21,0,1,0,1,0,0.0254,97.6811624
10.1039/d1gc03776e,,Di-(2-ethylhexyl)phosphoric acid (D2EHPA),Organic Acid,LCO,CCCCC(CC)COP(=O)(OCC(CC)CCCC)O,1.261827173,73.65359178,0.884734039,26.37884116,1,Copper,Co,322.43,5.553,55.76,1,3,14,0,0,21,0,1,0,1,0,0.0254,97.40731129
10.1016/j.hydromet.2022.106012,,p-toluene sulfonic acid,Organic Acid,LCO,Cc1ccc(cc1)S(=O)(=O)O,1.524212718,82.15917508,1.126593709,26.48809222,1,H2O2,Co,172.2,1.242,54.37,1,2,1,1,1,11,0,1,0,0,0,0.0176,99.0090037
10.1016/j.hydromet.2022.106012,,p-toluene sulfonic acid,Organic Acid,LCO,Cc1ccc(cc1)S(=O)(=O)O,1.525033588,84.32901304,1.262187928,22.40485372,1,H2O2,Co,172.2,1.242,54.37,1,2,1,1,1,11,0,1,0,0,0,0.0176,98.18974416
10.1016/j.hydromet.2022.106012,,p-toluene sulfonic acid,Organic Acid,LCO,Cc1ccc(cc1)S(=O)(=O)O,1.491634845,87.37574285,1.377908978,18.86123504,1,H2O2,Co,172.2,1.242,54.37,1,2,1,1,1,11,0,1,0,0,0,0.0176,97.55982321
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.498817737,79.53547492,2.024627586,17.27484473,1,H2O2,Co,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,97.02886765
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.501923055,80.6496484,1.996129686,18.60197562,1,H2O2,Co,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,95.73387487
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.509363105,80.87664708,1.986197273,19.02995928,1,H2O2,Co,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,97.24510799
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.899144198,47.78293649,0.64107884,13.57763554,1,H2O2,Co,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,97.3138707
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,1.01510914,54.70470916,0.530929897,17.25141748,1,H2O2,Co,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,94.54820238
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,1.154277348,61.96971405,0.435222037,21.2786006,1,H2O2,Co,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,96.1523052
10.1016/j.jpowsour.2012.12.089,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.280472008,88.17842051,1.007465712,22.24463256,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,91.4821129
10.1016/j.jpowsour.2012.12.089,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.287275369,84.29175212,1.512246057,25.04380979,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,86.77255216
10.1016/j.jpowsour.2012.12.089,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.308954279,82.5994447,2.005480957,27.13659991,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,86.86304474
10.1016/j.jpowsour.2014.04.013,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.572317031,54.81596788,3.959771796,21.25777381,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.80776913
10.1016/j.jpowsour.2014.04.013,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.647029632,50.15350153,2.883387316,17.43725531,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.6754349
10.1016/j.jpowsour.2014.04.013,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.708560683,44.99972618,1.834188867,13.8061918,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95.14370386
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.399960665,80.89056674,5.277408373,5.32581515,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,93.46308238
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.693256653,81.18514904,4.698025537,8.537713879,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,94.7726288
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,1.001578518,82.59967755,3.972607779,12.02862513,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,98.52757384
10.1039/d1gc03776e,,Di-(2-ethylhexyl)phosphoric acid (D2EHPA),Organic Acid,LCO,CCCCC(CC)COP(=O)(OCC(CC)CCCC)O,1.000115872,79.79422717,3.348049662,23.09165472,1,Copper,Cu,322.43,5.553,55.76,1,3,14,0,0,21,0,1,0,1,0,0.0254,95.04245439
10.1039/d1gc03776e,,Di-(2-ethylhexyl)phosphoric acid (D2EHPA),Organic Acid,LCO,CCCCC(CC)COP(=O)(OCC(CC)CCCC)O,0.7269507,78.0529468,4.269309622,16.00683156,1,Copper,Cu,322.43,5.553,55.76,1,3,14,0,0,21,0,1,0,1,0,0.0254,92.24020103
10.1039/d1gc03776e,,Di-(2-ethylhexyl)phosphoric acid (D2EHPA),Organic Acid,LCO,CCCCC(CC)COP(=O)(OCC(CC)CCCC)O,0.405130983,80.05490256,5.183852178,8.849503304,1,Copper,Cu,322.43,5.553,55.76,1,3,14,0,0,21,0,1,0,1,0,0.0254,88.53065669
10.1007/s10163-013-0140-y,,DL-malic acid,Organic Acid,LCO,C(C(C(=O)O)O)C(=O)O,1.507458497,87.93324564,0.747823413,22.97531684,1,H2O2,Li,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,99.71481155
10.1007/s10163-013-0140-y,,DL-malic acid,Organic Acid,LCO,C(C(C(=O)O)O)C(=O)O,1.514362767,84.59630557,0.829553575,25.47546615,1,H2O2,Li,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,99.89162896
10.1007/s10163-013-0140-y,,DL-malic acid,Organic Acid,LCO,C(C(C(=O)O)O)C(=O)O,1.499488392,82.73398419,0.941371244,28.09640932,1,H2O2,Li,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,100
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.277077367,71.24141314,4.696854876,3.956226621,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,93.29774881
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.438316964,59.75983171,3.410381343,5.876463148,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,93.57079151
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.6136336,50.4875548,2.11062785,7.945743612,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,95.78567622
10.1039/d1ra04979h,,"Citric Acid, Salicylic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,1.440412824,87.61008371,1.789850345,18.88523777,1,H2O2,Co,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,99.34257543
10.1039/d1ra04979h,,"Citric Acid, Salicylic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,1.379743939,84.54466595,2.018271487,22.38505702,1,H2O2,Co,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,100
10.1039/d1ra04979h,,"Citric Acid, Salicylic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.OC(=O)c1ccccc1O,1.372840868,83.38984097,2.267742539,26.17755469,1,H2O2,Co,330.25,-0.158,189.66,6,6,6,1,1,23,1,1,0,0,0,0.0273,98.6577976
10.1016/j.seppur.2020.117930,,"Acetic Acid, Ascorbic Acid",Organic Acid,Other,CC(=O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.692914922,50.62256126,0.675621752,20.01775334,1,Bagasse,Ni,236.18,-1.316,144.52,5,7,2,1,0,16,1,1,0,0,0,0.0293,94.98868597
10.1016/j.seppur.2020.117930,,"Acetic Acid, Ascorbic Acid",Organic Acid,Other,CC(=O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.69315618,49.84637173,0.673866687,19.97017657,1,Bagasse,Ni,236.18,-1.316,144.52,5,7,2,1,0,16,1,1,0,0,0,0.0293,94.6069557
10.1016/j.seppur.2020.117930,,"Acetic Acid, Ascorbic Acid",Organic Acid,Other,CC(=O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.706947103,49.04637811,0.672474878,20.3553077,1,Bagasse,Ni,236.18,-1.316,144.52,5,7,2,1,0,16,1,1,0,0,0,0.0293,94.06914367
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.780260177,44.7247381,1.80349412,13.93496184,1,H2O2,Li,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,100
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.783225305,49.69440575,2.851068803,17.960586,1,H2O2,Li,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,100
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.779405187,55.49877879,3.922697825,22.2319351,1,H2O2,Li,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,97.76799292
https://doi.org/10.1016/j.mineng.2019.03.027,,DL-malic acid,Organic Acid,LCO,C(C(C(=O)O)O)C(=O)O,1.615706579,82.52357301,0.999425945,22.68823303,1,H2O2,Co,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,87.69066159
https://doi.org/10.1016/j.mineng.2019.03.027,,DL-malic acid,Organic Acid,LCO,C(C(C(=O)O)O)C(=O)O,1.712675159,75.77041833,1.332376363,25.22930846,1,H2O2,Co,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,86.47097158
https://doi.org/10.1016/j.mineng.2019.03.027,,DL-malic acid,Organic Acid,LCO,C(C(C(=O)O)O)C(=O)O,1.906392077,67.40784991,1.674993604,27.37703478,1,H2O2,Co,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,83.24640938
https://doi.org/10.1016/j.susmat.2020.e00201,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.997763439,79.51741706,0.499925104,40.79307397,1,Graphite,Ni,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.22243935
https://doi.org/10.1016/j.susmat.2020.e00201,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.986542509,78.63331283,0.492809628,39.84896137,1,Graphite,Ni,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.21516712
https://doi.org/10.1016/j.susmat.2020.e00201,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.989765162,81.13739719,0.500897242,40.19337747,1,Graphite,Ni,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95.43323761
https://doi.org/10.1016/j.wasman.2018.05.030,,"Citric Acid, Tartaric Acid, Ascorbic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.201181331,75.18603782,5.755097423,7.703219906,1,Ascorbic Acid,Co,518.33,-4.778,354.41,12,14,10,1,0,35,1,1,0,0,0,0.04,90.33840482
https://doi.org/10.1016/j.wasman.2018.05.030,,"Citric Acid, Tartaric Acid, Ascorbic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.301009646,70.47024117,5.544803219,13.45668467,1,Ascorbic Acid,Co,518.33,-4.778,354.41,12,14,10,1,0,35,1,1,0,0,0,0.04,92.19581261
https://doi.org/10.1016/j.wasman.2018.05.030,,"Citric Acid, Tartaric Acid, Ascorbic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.404162138,64.92063475,5.299259008,19.48868766,1,Ascorbic Acid,Co,518.33,-4.778,354.41,12,14,10,1,0,35,1,1,0,0,0,0.04,94.34168911
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.553193614,82.86530336,1.826051381,15.94736122,1,H2O2,Li,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,99.2860487
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.487789073,84.89280564,1.746766109,15.46781998,1,H2O2,Li,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,97.69879562
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.495835812,87.2568989,1.623075727,15.48787139,1,H2O2,Li,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,99.96171659
10.1016/j.jpowsour.2014.04.013,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.871984499,58.92292248,4.308886947,26.60683862,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,91.08583775
10.1016/j.jpowsour.2014.04.013,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.2688655,60.2292703,3.505623992,27.94406539,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,89.75592042
10.1016/j.jpowsour.2014.04.013,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.635584128,60.28393024,2.766950843,28.63498349,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,84.73578361
10.1002/celc.202201059,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.935555305,87.57994679,1.857908277,11.84523799,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,100
10.1002/celc.202201059,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.676564117,85.20658964,3.255316646,8.440465644,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.38517205
10.1002/celc.202201059,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.392627504,83.10657419,4.634531523,5.28150343,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.93891647
http://dx.doi.org/10.1016/j.wasman.2017.03.037,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.764773674,60.52366545,1.76456161,30.24618224,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,92.83671804
http://dx.doi.org/10.1016/j.wasman.2017.03.037,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.553239021,62.6447053,1.509808389,29.54186376,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.52243215
http://dx.doi.org/10.1016/j.wasman.2017.03.037,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.268817406,64.4033651,1.237565354,29.81430336,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.01706331
10.1016/j.jece.2022.108250,,Acetic Acid,Organic Acid,Other,CC(=O)O,1.986839087,69.66548729,0.672258874,19.89785057,1,H2O2,Mn,60.05,0.091,37.3,1,1,0,0,0,4,1,1,0,0,0,0.0068,97.60771756
10.1016/j.jece.2022.108250,,Acetic Acid,Organic Acid,Other,CC(=O)O,1.989220496,69.28299512,0.677911329,20.14180795,1,H2O2,Mn,60.05,0.091,37.3,1,1,0,0,0,4,1,1,0,0,0,0.0068,94.51578147
10.1016/j.jece.2022.108250,,Acetic Acid,Organic Acid,Other,CC(=O)O,1.993262837,70.73005743,0.668886858,19.88389015,1,H2O2,Mn,60.05,0.091,37.3,1,1,0,0,0,4,1,1,0,0,0,0.0068,95.27627617
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.353513422,79.88107524,5.495676461,7.172319706,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,93.71386973
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.608556629,80.23137101,5.010136584,12.0982711,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,95.41157122
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.871635799,80.38891805,4.462481208,17.60146695,1,Ascorbic Acid,Li,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,97.64181574
http://dx.doi.org/10.1016/j.wasman.2017.03.037,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.644312675,59.51618773,2.775975432,28.83448054,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,83.57135651
http://dx.doi.org/10.1016/j.wasman.2017.03.037,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.250148409,60.78856895,3.489375675,27.44176717,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,89.01163309
http://dx.doi.org/10.1016/j.wasman.2017.03.037,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.885460723,59.72224983,4.326140026,26.55327545,1,H2O2,Co,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95.30269302
https://doi.org/10.1016/j.wasman.2020.05.046,,Lemon Juice,Organic Acid,LFP,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,1.138234578,24.96732932,1.511885394,60.40803436,1,H2O2,Li,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,93.54696348
https://doi.org/10.1016/j.wasman.2020.05.046,,Lemon Juice,Organic Acid,LFP,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,1.415523464,24.84300068,1.466776249,53.99735562,1,H2O2,Li,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,95.04069123
https://doi.org/10.1016/j.wasman.2020.05.046,,Lemon Juice,Organic Acid,LFP,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,1.703182102,25.22565254,1.504519941,46.14873836,1,H2O2,Li,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,95.53635376
10.1016/j.jhazmat.2021.127910,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.461121871,82.12991274,2.726226481,18.80126396,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.00578748
10.1016/j.jhazmat.2021.127910,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.400983653,85.01878443,3.456634186,17.21191565,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.6639198
10.1016/j.jhazmat.2021.127910,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.386274561,86.74195546,4.25972996,16.318889,1,H2O2,Li,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.54065573
http://dx.doi.org/10.1016/j.wasman.2015.12.008,,Maleic Acid,Organic Acid,LCO,OC(=O)/C=C\C(=O)O,0.388288658,80.91758345,4.612947258,5.257092137,1,Ascorbic Acid,Li,116.07,-0.288,74.6,2,2,2,0,0,8,1,1,0,0,0,0.0088,100
http://dx.doi.org/10.1016/j.wasman.2015.12.008,,Maleic Acid,Organic Acid,LCO,OC(=O)/C=C\C(=O)O,0.675070748,84.74398735,3.259248228,8.439094036,1,Ascorbic Acid,Li,116.07,-0.288,74.6,2,2,2,0,0,8,1,1,0,0,0,0.0088,99.78106376
