DOI,Title,Solvent_Name,Solvent_Type,Battery_Chemistry_Std,SMILES,Concentration_M,Temperature_C,Time_hrs,SLR_gL,Has_Reductant,Reductant_Std,Target_Metal,RDKIT_MW,RDKIT_LogP,RDKIT_TPSA,RDKIT_HBD,RDKIT_HBA,RDKIT_RotBonds,RDKIT_RingCount,RDKIT_AromaticRings,RDKIT_HeavyAtoms,RDKIT_Has_Carboxyl,RDKIT_Has_Hydroxyl,RDKIT_Has_Halogen,RDKIT_Has_Phosphorus,RDKIT_Is_Ionic,RDKIT_Morgan_FP_Density,Efficiency_pct
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,60,5,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.92
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,60,5,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,92.66
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,60,5,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.76
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,60,5,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.23
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,60,5,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.34
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,60,5,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.61
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,94.93
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.11
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.95
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,79.85
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.81
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,72.21
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.47
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.18
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.8
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,0.5,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.26
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.32
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.9
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.72
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,82.38
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.63
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.47
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.78
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,77.38
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.66
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,93.26
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.91
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.29
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.76
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,91.89
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.08
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.89
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.67
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.61
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,1.5,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,94.55
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.42
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.69
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.31
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.8
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.51
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.47
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.59
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.18
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.27
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,2,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.59
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.14
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.38
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.87
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.27
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.93
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,90.4
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.32
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95.82
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.44
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,3,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.84
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,94.78
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,93.04
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.97
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.1
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.75
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.97
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.12
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95.39
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,70,5,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.54
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95.4
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.72
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.47
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.77
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.92
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.94
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.8
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.13
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.67
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,0.5,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.63
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.42
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.64
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.54
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.39
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.89
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,86.32
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.74
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.33
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.75
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.92
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.36
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.25
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.52
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,96.25
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95.56
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,94.18
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.02
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,25,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.34
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,30,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.27
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,1.5,30,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.7
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,2,10,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.43
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,2,10,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,95.77
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,2,15,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,98.87
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,2,15,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,94.01
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,2,20,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.82
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,2,20,1,H2O2,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,97.78
SYNTHETIC,DoE Parametric Sweep,Synthetic_DoE,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2,80,2,25,0,,Overall,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,99.92
